ticker,company,cik,announced_date,announcement_url,deal_price,acquirer,consideration_notes,price_at_announcement,spread_at_announcement_pct,outcome,outcome_date,outcome_url,days_to_resolution,verified_by_hand,notes,deal_type,acquirer_type
OMIC,"Singular Genomics Systems, Inc.",1850906,2024-12-22,https://www.sec.gov/Archives/edgar/data/1850906/000119312524284273/,20,Deerfield Private Design Fund IV,all cash. Controlling-shareholder take-private; Deerfield was already a holder and rolls its stake rather than cashing out. Special committee of independent directors negotiated. 2024-12-22,19.55,2.3,CLOSED,2/21/2025,https://www.sec.gov/Archives/edgar/data/1850906/000135445725000126/,60,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,All Cash,Private Equity
NARI,"Inari Medical, Inc.",1531048,2025-01-06,https://www.sec.gov/Archives/edgar/data/1531048/000119312525002549/,80,Stryker,"all cash tender offer. Majority minimum tender condition, HSR review.",49.77,60.74,CLOSED,2/19/2025,https://www.sec.gov/Archives/edgar/data/1531048/000135445725000118/,43,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,Tender Offer,Strategic
CCRN,CROSS COUNTRY HEALTHCARE INC,1141103,2024-12-03,https://www.sec.gov/Archives/edgar/data/1141103/000095010324017244/,18.61,Aya Healthcare,"all cash, $18.61. THIS IS THE AYA DEAL, WHICH TERMINATED. Outcome shows CLOSED because detection saw the later Knox Lane closing. CCRN had two deals; the Knox Lane deal at $13.25 is missing from this dataset entirely (dedupe keeps one row per ticker).",11.52,61.55,BROKEN,2025-12-04,https://www.sec.gov/Archives/edgar/data/1141103/000095010325015716/,366,y,"[label audit 2026-09-21] BREAK CONFIRMED, Item 1.02 acc 0000950103-25-015716: Aya notice of termination after end date, $20M fee; row date 2026-07-21 was a DIFFERENT deal (KL, 2026-05-06) closing. Old outcome_date 7/21/2026. | Form 25-NSE",All Cash,Private Equity
BERY,"BERRY GLOBAL GROUP, INC.",1378992,2024-11-19,https://www.sec.gov/Archives/edgar/data/1378992/000110465924120311/,,Amcor plc,"all stock, 7.25 AMCR shares per BERY share. Implied $73.59 at announcement but floats with Amcor. No fixed cash price.",67.05,,CLOSED,4/30/2025,https://www.sec.gov/Archives/edgar/data/1378992/000087666125000291/,162,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,All Stock,Strategic
EMKR,EMCORE CORP,808326,2024-11-08,https://www.sec.gov/Archives/edgar/data/808326/000110465924115591/,3.1,Velocity One Holdings,"all cash $3.10. Board chose this over an unsolicited $3.80 proposal from Mobix Labs, citing financing certainty and likelihood of closing.",2.37,30.8,CLOSED,2/28/2025,https://www.sec.gov/Archives/edgar/data/808326/000135445725000150/,112,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,All Cash,Private Equity
STAF,"Staffing 360 Solutions, Inc.",1499717,2025-01-13,https://www.sec.gov/Archives/edgar/data/1499717/000149315225001935/,,Atlantic International Corp,"all stock, exchange ratio into Atlantic common. Filing is First Amendment, not the announcement. Complex preferred conversions and lockup schedule.",,,CLOSED,7/10/2025,https://www.sec.gov/Archives/edgar/data/1499717/000135445725000638/,178,y,[close audit 2026-09-21] close CONFIRMED: Form 25/15 and no later periodic filings (genuine delisting); no closing-language 8-K matched. | Form 25-NSE,All Stock,Strategic
CHRS,"Coherus BioSciences, Inc.",1512762,2024-12-03,https://www.sec.gov/Archives/edgar/data/1512762/000110465924124881/,,"not applicable - Intas is buying an asset, not the company","not a merger - asset purchase agreement, Coherus divesting UDENYCA franchise to Intas for $483.4M. Company remains public.",1.37,,EXCLUDED,4/14/2025,https://www.sec.gov/Archives/edgar/data/1512762/000155837025004746/,132,y,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,Strategic
MRNS,"MARINUS PHARMACEUTICALS, INC.",1267813,2024-12-29,https://www.sec.gov/Archives/edgar/data/1267813/000110465925000105/,0.55,Immedica Pharma AB,"all cash $0.55 tender offer. Swedish acquirer. Section 251(h) short-form merger follows the tender, no shareholder vote needed.",0.37,48.65,CLOSED,2/11/2025,https://www.sec.gov/Archives/edgar/data/1267813/000135445725000089/,40,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,Tender Offer,Strategic
IPG,"INTERPUBLIC GROUP OF COMPANIES, INC.",51644,2024-12-09,https://www.sec.gov/Archives/edgar/data/51644/000119312524273521/,,Omnicom Group,"all stock, 0.344 OMC shares per IPG share. No fixed cash price.",29.26,,CLOSED,11/28/2025,https://www.sec.gov/Archives/edgar/data/51644/000087666125000918/,354,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,All Stock,Strategic
RVNC,"Revance Therapeutics, Inc.",1479290,2025-01-21,https://www.sec.gov/Archives/edgar/data/1479290/000114036125001461/,3.65,Crown Laboratories,"all cash $3.65, REPRICED UPWARD. Original merger agreement 2024-08-11, A&R agreement 2024-12-07 at $3.10, Second Amendment 2025-01-17 raised to $3.65 (+17%). Tender extended twice. Row date is the amendment, not the original announcement.",3.68,-0.82,CLOSED,2/6/2025,https://www.sec.gov/Archives/edgar/data/1479290/000135445725000073/,16,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,All Cash,Strategic
SDIG,"Stronghold Digital Mining, Inc.",1856028,2024-10-31,https://www.sec.gov/Archives/edgar/data/1856028/000114036124044717/,,,not a merger - hosting agreement for third-party mining equipment,5.12,,CLOSED,3/14/2025,https://www.sec.gov/Archives/edgar/data/1856028/000135445725000201/,134,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
AZPN,"Aspen Technology, Inc.",1897982,2025-01-27,https://www.sec.gov/Archives/edgar/data/1897982/000095010325000885/,265,Emerson Electric,all cash $265.00 tender offer. Controlling-shareholder squeeze-out - Emerson already owned ~57% from its 2022 majority investment. Special committee of three independent directors negotiated.,255.16,3.86,CLOSED,3/12/2025,https://www.sec.gov/Archives/edgar/data/1897982/000135445725000196/,44,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,Tender Offer,Strategic
WMPN,William Penn Bancorporation,1828376,2024-12-11,https://www.sec.gov/Archives/edgar/data/1828376/000155837024016135/,,Mid Penn Bancorp,all stock combination per investor presentation. Merger Agreement dated 2024-10-31. No fixed cash price.,13,,CLOSED,4/30/2025,https://www.sec.gov/Archives/edgar/data/1828376/000135445725000364/,140,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,All Stock,Strategic
UNIT,Uniti Group Inc.,1620280,2024-06-18,https://www.sec.gov/Archives/edgar/data/1620280/000095010324008500/,,,"not a merger announcement - Amendment No. 9 to credit agreement, satisfying a closing condition. Merger Agreement with Windstream dated 2024-05-03.",2.67,,EXCLUDED,2025-08-01,https://www.sec.gov/Archives/edgar/data/1620280/000095010325009717/,409,y,"[label audit 2026-09-21] WAS BROKEN, NOT A BREAK, NOT A TARGET ROW: Uniti was acquirer in Windstream merger; closed 8-K Item 2.01, acc 0000950103-25-009717. | termination language",,
NURO,"NeuroMetrix, Inc.",1289850,2025-01-23,https://www.sec.gov/Archives/edgar/data/1289850/000149315225003380/,,,"not a merger - asset purchase, NeuroMetrix selling DPNCheck Japan rights to Fukuda Denshi. Company remains public.",4,,CLOSED,5/1/2025,https://www.sec.gov/Archives/edgar/data/1289850/000135445725000373/,98,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,
ITCI,"Intra-Cellular Therapies, Inc.",1567514,2025-01-13,https://www.sec.gov/Archives/edgar/data/1567514/000119312525004990/,132,Johnson & Johnson,all cash. $14.6B equity value,94.87,39.14,CLOSED,4/2/2025,https://www.sec.gov/Archives/edgar/data/1567514/000135445725000272/,79,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,All Cash,Strategic
EBTC,ENTERPRISE BANCORP INC /MA/,1018399,2024-12-12,https://www.sec.gov/Archives/edgar/data/1018399/000101839924000086/,,Independent Bank Corp,"Item 5.02 employment agreement amendment, not the announcement. Merger Agreement dated 2024-12-08 with Independent Bank Corp. Bank merger - consideration structure not confirmed.",43.24,,CLOSED,7/1/2025,https://www.sec.gov/Archives/edgar/data/1018399/000135445725000601/,201,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,Strategic
PWOD,PENNS WOODS BANCORP INC,716605,2024-12-20,https://www.sec.gov/Archives/edgar/data/716605/000110465924130506/,,Northwest Bancshares,"all stock, 2.385 NWBI shares per PWOD share. Tax-free reorganization under 368(a). No fixed cash price.",30.18,,CLOSED,7/28/2025,https://www.sec.gov/Archives/edgar/data/716605/000135445725000741/,220,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,All Stock,Strategic
PDCO,"PATTERSON COMPANIES, INC.",891024,2024-12-11,https://www.sec.gov/Archives/edgar/data/891024/000119312525009624/,31.35,Patient Square Capital,"all cash $31.35. PE take-private. 49% premium to the 30-day VWAP ending 2024-12-04, the last day before Patterson announced a strategic review. Row previously pointed at the Jan 2025 go-shop expiration.",23.11,35.66,CLOSED,4/17/2025,https://www.sec.gov/Archives/edgar/data/891024/000135445725000337/,86,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,All Cash,Private Equity
VOXX,VOXX International Corp,807707,2024-12-17,https://www.sec.gov/Archives/edgar/data/807707/000095017024137633/,7.5,Gentex Corporation,all cash $7.50. Dual-class target - Class A and Class B both receive the same price. (12/17),8,-6.25,CLOSED,4/1/2025,https://www.sec.gov/Archives/edgar/data/807707/000135445725000266/,104,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,All Cash,Strategic
IVAC,INTEVAC INC,1001902,2025-02-13,https://www.sec.gov/Archives/edgar/data/1001902/000114036125004163/,4,Seagate Technology Holdings,"all cash $4.00 tender offer, plus a one-time special dividend of $0.052 at closing (effective total $4.052). Regular $0.05 quarterly dividend also paid March 13. Irish acquirer.",3.38,18.34,CLOSED,3/31/2025,https://www.sec.gov/Archives/edgar/data/1001902/000135445725000257/,46,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,Tender Offer,Strategic
LGTY,"LOGILITY SUPPLY CHAIN SOLUTIONS, INC",713425,2025-01-24,https://www.sec.gov/Archives/edgar/data/713425/000114036125002221/,14.3,Aptean,all cash $14.30. (2025-01-24),11.26,27.0,CLOSED,4/4/2025,https://www.sec.gov/Archives/edgar/data/713425/000135445725000287/,66,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,All Cash,Strategic
ESSA,"ESSA Bancorp, Inc.",1382230,2025-01-10,https://www.sec.gov/Archives/edgar/data/1382230/000119312525004095/,,CNB Financial Corporation,"all stock, 0.8547 CCNE shares per ESSA share. Implied ~$21.10 at announcement based on 10-day VWAP. Tax-free exchange. No fixed cash price.",18.63,,CLOSED,7/24/2025,https://www.sec.gov/Archives/edgar/data/1382230/000135445725000736/,195,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,All Stock,Strategic
NVRO,NEVRO CORP,1444380,2025-02-06,https://www.sec.gov/Archives/edgar/data/1444380/000119312525021775/,5.85,Globus Medical,"all cash $5.85. 17% premium to the Feb 5 close, 27% to the 90-day VWAP.",5.02,16.53,CLOSED,4/3/2025,https://www.sec.gov/Archives/edgar/data/1444380/000087666125000257/,56,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,All Cash,Strategic
INRE,"Inland Real Estate Income Trust, Inc.",1528985,2024-11-12,https://www.sec.gov/Archives/edgar/data/1528985/000095017024125212/,,,not a merger - real estate management agreement amendment and annual meeting results,12.25,,PENDING,,,,y,no terminal filing after 630 days,,
AMPS,"Altus Power, Inc.",1828723,2025-02-06,https://www.sec.gov/Archives/edgar/data/1828723/000119312525021325/,5,TPG (Rise Climate Transition Infrastructure),"all cash $5.00. PE take-private. Premium quoted as 66% to the Oct 15 2024 unaffected close, before the strategic review announcement.",3.83,30.55,CLOSED,4/16/2025,https://www.sec.gov/Archives/edgar/data/1828723/000087666125000265/,69,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,All Cash,Private Equity
THPTF,"Techpoint, Inc.",1556898,2025-01-15,https://www.sec.gov/Archives/edgar/data/1556898/000119312525006663/,,ASMedia Technology,"Techpoint is Delaware-incorporated but listed on the Tokyo Stock Exchange as Japanese Depositary Shares, not on a US exchange. Outside the universe.",,,CLOSED,2025-06-02,https://www.sec.gov/Archives/edgar/data/1556898/000119312525132858/,138,y,"[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | [label audit 2026-09-21] WAS BROKEN, NOT A BREAK: merger completed, 8-K Item 2.01 + Form 15; cash status not yet verified, acc 0001193125-25-132858. | termination language",,Strategic
FNA,"Paragon 28, Inc.",1531978,2025-01-29,https://www.sec.gov/Archives/edgar/data/1531978/000095015725000082/,13,Zimmer Biomet,$13.00 cash plus one contingent value right per share. CVR makes total consideration variable - excluded for consistency with STCN and TBPH handling.,12,8.33,CLOSED,4/21/2025,https://www.sec.gov/Archives/edgar/data/1531978/000087666125000276/,82,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,Strategic
TGI,TRIUMPH GROUP INC,1021162,2025-02-02,https://www.sec.gov/Archives/edgar/data/1021162/000114036125008562/,26,Titan BW Acquisition Holdco (Warburg Pincus / Berkshire Partners),"all cash $26.00. PE club deal, Warburg Pincus and Berkshire Partners. Row previously pointed at the March 2025 tax benefits preservation plan amendment.",18.74,38.74,CLOSED,7/25/2025,https://www.sec.gov/Archives/edgar/data/1021162/000087666125000532/,134,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,All Cash,Private Equity
ENFN,"Enfusion, Inc.",1868912,2025-01-10,https://www.sec.gov/Archives/edgar/data/1868912/000110465925002843/,,Clearwater Analytics Holdings,"election structure: holders choose Per Share Mixed, Stock, or Cash consideration. No single price. Same exclusion as Emclaire. 2025-01-10",,,CLOSED,4/21/2025,https://www.sec.gov/Archives/edgar/data/1868912/000087666125000277/,98,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,Election,Strategic
PLYA,Playa Hotels & Resorts N.V.,1692412,2025-02-09,https://www.sec.gov/Archives/edgar/data/1692412/000119312525023653/,13.5,Hyatt Hotels Corporation,"all cash $13.50 tender offer. Dutch target (N.V.), NASDAQ-listed. Requires an extraordinary general meeting under Dutch law, which sets the offer timeline.2025-02-09",12.94,4.33,CLOSED,6/16/2025,https://www.sec.gov/Archives/edgar/data/1692412/000110465925059872/,126,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25,Tender Offer,Strategic
VCSA,"Vacasa, Inc.",1874944,2024-12-30,https://www.sec.gov/Archives/edgar/data/1874944/000114036125010956/,5.02,Casago Holdings,"row is Amendment No. 2 (removes HSR condition). Original Merger Agreement dated 2024-12-30, amended 2025-03-17 and 2025-03-28. Price not pulled.needs correcting to 2024-12-30",3.81,31.76,CLOSED,5/1/2025,https://www.sec.gov/Archives/edgar/data/1874944/000135445725000367/,34,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15. | Form 25-NSE,,Private Equity
RBBN,Ribbon Communications Inc.,0001708055,2019-11-14,https://www.sec.gov/Archives/edgar/data/1708055/000110465919064368/,,,"filer is the ACQUIRER (buying ECI Telecom, $324M cash + 32.5M shares) -- not target-side, and not cash-only either. Excluded.",,,EXCLUDED,2020-03-03,https://www.sec.gov/Archives/edgar/data/1708055/000110465920028708/,110,y,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
VRT,GS Acquisition Holdings Corp,0001674101,2019-12-10,https://www.sec.gov/Archives/edgar/data/1674101/000119312519309745/,,,"confirmed de-SPAC: GS Acquisition Holdings Corp (SPAC) merging with Vertiv Holdings, ~$5.095B EV, PIPE-financed, no fixed cash price. Worksheet outcome URL was an unrelated Rule 144 notice. Excluded.",,,CLOSED,2021-01-19,https://www.sec.gov/Archives/edgar/data/1674101/000087666121000085/,406,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15; still files periodic reports (SPAC/acquirer/debt registrant). | Form 25-NSE,,
AYR,Aircastle LTD,0001362988,2019-11-07,https://www.sec.gov/Archives/edgar/data/1362988/000110465919061158/,32.00,,"all cash $32.00/share, Marubeni/Mizuho Leasing consortium. Committed financing (Limited Guaranty from Marubeni). Unaffected price is back-calculated from the filing-stated 34% premium to the Oct 23 2019 close, NOT an independently re-pulled quote -- Stooq/Yahoo could not resolve pre-2020 history under ticker AYR (now reused by Ayr Wellness). Outside date not located in fetched exhibit text -- left blank, not guessed.",23.88,34.0,CLOSED,2020-03-27,https://www.sec.gov/Archives/edgar/data/1362988/000114036120007240/,141,y,"[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15; still files periodic reports (SPAC/acquirer/debt registrant). | worksheet outcome URL was a Rule 144 notice, not the closing 8-K -- corrected to the real Item 2.01 filing.",All Cash,
LUMO,NEWLINK GENETICS CORP,0001126234,2019-11-20,https://www.sec.gov/Archives/edgar/data/1126234/000114036119020976/,,,"worksheet URL was Amendment No. 1, not the original 2019-09-30 agreement. Real deal: NewLink Genetics / Lumos Pharma all-stock reverse merger (~50/50 split). No cash price. Excluded.",,,CLOSED,2020-03-18,https://www.sec.gov/Archives/edgar/data/1126234/000114036120006205/,119,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15; still files periodic reports (SPAC/acquirer/debt registrant). | 8-K Item 2.01,,
NWFL,NORWOOD FINANCIAL CORP,0001013272,2020-01-09,https://www.sec.gov/Archives/edgar/data/1013272/000119312520004354/,,,"filer is the ACQUIRER (Norwood Financial acquiring UpState Bancorp) and consideration is a cash/stock election ($33.33 cash or 0.9390 shares, min 10% cash) -- fails target-side and cash-only. Excluded.",,,EXCLUDED,2020-07-07,https://www.sec.gov/Archives/edgar/data/1013272/000119312520188457/,180,y,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
LRMR,"ZAFGEN, INC.",0001374690,2020-03-09,https://www.sec.gov/Archives/edgar/data/1374690/000119312520065288/,,,"worksheet URL was an amendment, not the original 2019-12-18 agreement. Real deal: Zafgen / Chondrial Therapeutics all-stock reverse merger (~60/40 split). No cash price. Excluded.",,,EXCLUDED,2020-06-02,https://www.sec.gov/Archives/edgar/data/1374690/000119312520157924/,85,y,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
CHX,Apergy Corp,0001723089,2019-12-20,https://www.sec.gov/Archives/edgar/data/1723089/000119312519321159/,,,"confirmed Reverse Morris Trust: Ecolab upstream energy business (""Newco"") spun off then merged into Apergy (62/38 stock split). No cash price. Excluded.",,,CLOSED,2020-12-31,https://www.sec.gov/Archives/edgar/data/1723089/000172308920000172/,377,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15; still files periodic reports (SPAC/acquirer/debt registrant). | Form 25,,
HPQ,HP INC,0000047217,2020-02-20,https://www.sec.gov/Archives/edgar/data/47217/000093041320000467/,,,,,,PENDING,,,,,no terminal filing after 2401 days,,
GRYP,Akerna Corp.,0001755953,2020-03-03,https://www.sec.gov/Archives/edgar/data/1755953/000121390020005249/,,,"ticker mismatch -- Akerna's real ticker is KERN, stated in its own filings. CIK 1755953's filings are Akerna ACQUIRING Ample Organics (Akerna is acquirer). No genuine GRYP cash merger exists under this CIK. Excluded.",,,EXCLUDED,2020-07-08,https://www.sec.gov/Archives/edgar/data/1755953/000121390020016993/,127,y,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,0000051253,2019-12-18,https://www.sec.gov/Archives/edgar/data/51253/000119312519316726/,,,"confirmed Reverse Morris Trust: DuPont Nutrition & Biosciences spun into N&Bco then merged into IFF subsidiaries; DuPont holders end up owning ~55.4% of IFF. All-stock, IFF is the surviving/acquiring entity. Worksheet outcome URL was an unrelated TEU-conversion notice. Excluded.",,,CLOSED,2021-09-15,https://www.sec.gov/Archives/edgar/data/51253/000087666121001328/,637,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15; still files periodic reports (SPAC/acquirer/debt registrant). | Form 25-NSE,,
TIOG,"MICT, Inc.",0000854800,2020-04-06,https://www.sec.gov/Archives/edgar/data/854800/000121390020008673/,,,"ticker mismatch -- CIK 854800 is MICT, Inc. (Nasdaq: MICT); ""TIOG"" appears nowhere in these filings. Underlying filing also shows MICT as ACQUIRER of GFH Intermediate Holdings via a $25M convertible note, non-cash. Excluded on identity, direction, and consideration.",,,EXCLUDED,2020-07-08,https://www.sec.gov/Archives/edgar/data/854800/000121390020016990/,93,y,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
TTCFQ,Forum Merger II Corp,0001741231,2020-08-11,https://www.sec.gov/Archives/edgar/data/1741231/000121390020021451/,,,"confirmed de-SPAC: Forum Merger II Corp merging with Myjojo Inc. (""Ittella""/Tattooed Chef), stock-for-stock into the SPAC shell. No cash price. Excluded.",,,CLOSED,2020-10-15,https://www.sec.gov/Archives/edgar/data/1741231/000135445720000597/,65,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15; still files periodic reports (SPAC/acquirer/debt registrant). | Form 25-NSE,,
NRDE,DiamondPeak Holdings Corp.,0001759546,2020-08-03,https://www.sec.gov/Archives/edgar/data/1759546/000121390020019762/,,,"confirmed de-SPAC: DiamondPeak Holdings Corp merging with Lordstown Motors, stock consideration ($10.00/share reference) plus PIPE. No cash price. Excluded.",,,CLOSED,2020-10-23,https://www.sec.gov/Archives/edgar/data/1759546/000135445720000624/,81,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15; still files periodic reports (SPAC/acquirer/debt registrant). | Form 25-NSE,,
COGT,"Cogent Biosciences, Inc.",0001622229,2020-07-06,https://www.sec.gov/Archives/edgar/data/1622229/000119312520187492/,,,"filer (then Unum Therapeutics, now Cogent Biosciences) is the ACQUIRER of private Kiq Bio LLC via reverse merger, stock + preferred consideration, no cash price. Worksheet outcome URL was an unrelated asset-sale filing (BOXR technology to SOTIO). Excluded.",,,EXCLUDED,2020-09-03,https://www.sec.gov/Archives/edgar/data/1622229/000119312520239042/,59,y,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
SUNWQ,"Sunworks, Inc.",0001172631,2020-08-10,https://www.sec.gov/Archives/edgar/data/1172631/000149315220015128/,,,"all-stock deal (0.185171 Peck Company shares per Sunworks share, cash only for fractional rounding) -- fails cash-only regardless of outcome. Outcome label (BROKEN, failed shareholder quorum) is independently correct but moot. Excluded.",,,BROKEN,2020-11-12,https://www.sec.gov/Archives/edgar/data/1172631/000149315220021138/,94,y,"[label audit 2026-09-21] BREAK CONFIRMED, Item 1.02 acc 0001493152-20-021138: stockholders did not approve; Company terminated. Old outcome_date 2020-11-12. | termination language",,
OPEN,Social Capital Hedosophia Holdings Corp. II,0001801169,2020-09-15,https://www.sec.gov/Archives/edgar/data/1801169/000110465920105058/,,,"confirmed de-SPAC: Social Capital Hedosophia Holdings Corp II merging with Opendoor Labs, $5B valuation, stock-for-stock. No cash price. Excluded.",,,EXCLUDED,2020-12-18,https://www.sec.gov/Archives/edgar/data/1801169/000110465920137257/,94,y,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: Form 25 alone; no completion 8-K and issuer kept filing 10-K/10-Q afterwards. | Form 25",,
CLOV,Social Capital Hedosophia Holdings Corp. III,0001801170,2020-11-19,https://www.sec.gov/Archives/edgar/data/1801170/000119312520297567/,,,"confirmed de-SPAC: Social Capital Hedosophia Holdings Corp III merging with Clover Health, stock-for-stock. No cash price. Excluded.",,,CLOSED,2021-01-07,https://www.sec.gov/Archives/edgar/data/1801170/000119312521004059/,49,y,[close audit 2026-09-21] close CONFIRMED: 2.01 completion 8-K + Form 25/15; still files periodic reports (SPAC/acquirer/debt registrant). | Form 25,,
BBIO,"BridgeBio Pharma, Inc.",0001743881,2020-10-06,https://www.sec.gov/Archives/edgar/data/1743881/000119312520264837/,,,"filer (BridgeBio Pharma) is the ACQUIRER of Eidos Therapeutics (stock/cash election, capped cash) -- BridgeBio itself was never acquired. Excluded on direction and consideration.",,,EXCLUDED,2021-01-26,https://www.sec.gov/Archives/edgar/data/1743881/000119312521017108/,112,y,"[close audit 2026-09-21] WAS CLOSED, NOT PROVEN: completion-type 8-K but no Form 25/15 in window and issuer kept filing: not a delisted take-out of this issuer (acquirer-side / reverse-merger survivor). | 8-K Item 2.01",,
TXNM,PNM RESOURCES INC,0001108426,2020-10-28,https://www.sec.gov/Archives/edgar/data/1108426/000119312520279930/,50.30,,"all cash $50.30/share, Avangrid/Iberdrola acquiring PNM Resources. Announced 2020-10-21 (agreement dated 10-20), not 10-28 as worksheet had it. Heavy multi-regulator deal (NM PRC, TX PUC, FERC, HSR, NRC, CFIUS via Iberdrola/Spain) -- NM PRC rejection is what ultimately killed it after 3+ years. Committed financing (Iberdrola parent guarantee, not conditioned on Avangrid financing). Outside date at signing: 2022-01-20, extendable 3mo by either party.",45.74,9.97,BROKEN,2023-12-31,https://www.sec.gov/Archives/edgar/data/1108426/000110842624000002/,1159,y,"[label audit 2026-09-21] BREAK CONFIRMED, Item 1.02 acc 0001108426-24-000002: Avangrid terminated at End Date; agreement dated 2020-10-20. Old outcome_date 2023-12-31. | worksheet outcome URL (2022 extension/appeal filing) was NOT the termination -- deal was still alive 2 more years. Corrected to the real Item 1.02 termination 8-K, filed 2024-01-02, terminated by Avangrid 2023-12-31.",All Cash,
